06:00:00	-2.165295062779037105e-01
06:00:02	-2.648104116212054437e-01
06:00:04	3.099006978133204623e-02
06:00:06	-6.986387078302593034e-02
06:00:08	-9.319928579063849194e-02
06:00:10	-3.969974910377432539e-03
06:00:12	-2.369384533297456130e-01
06:00:14	-1.070374107725579754e-01
06:00:16	1.692869523113256849e-02
06:00:18	-1.138785238336202515e-01
06:00:20	-1.984936432083068691e-01
06:00:22	-2.220398978529023737e-01
06:00:24	4.989822202757961123e-02
06:00:26	-1.242244714299888947e-01
06:00:28	-2.550073318891003804e-03
06:00:30	-2.908142110048603235e-02
06:00:32	-5.988719600214552352e-02
06:00:34	-1.206868391696160753e-01
06:00:36	-1.842914580694098858e-01
06:00:38	-7.235183105745875663e-03
06:00:40	-2.391861062555167561e-01
06:00:42	-1.836831999350004296e-01
06:00:44	-2.391386064223146590e-01
06:00:46	1.221654104551290060e-01
06:00:48	-5.786725535233325224e-02
06:00:50	-3.353267155551811207e-01
06:00:52	-1.989806521014111373e-01
06:00:54	-2.418381364267792322e-01
06:00:56	-1.191992623028101383e-01
06:00:58	-1.697081126033432030e-01
06:01:00	-3.216989272730234051e-01
06:01:02	-3.969425438700509567e-01
06:01:04	-2.815215269357497219e-01
06:01:06	-2.856070611569747619e-01
06:01:08	-4.164127175630568667e-01
06:01:10	-1.981101798046936147e-01
06:01:12	-2.336644702587225286e-01
06:01:14	-2.334436908962950197e-01
06:01:16	-1.124777505664618232e-01
06:01:18	-3.519764521269723723e-01
06:01:20	-1.400870725414608275e-01
06:01:22	-1.047224342722626739e-01
06:01:24	-4.242730446890557311e-02
06:01:26	-2.624720763580514760e-01
06:01:28	-1.644547594401485346e-01
06:01:30	-2.698702248810933568e-01
06:01:32	-8.396853489442213103e-02
06:01:34	1.598336287521697624e-02
06:01:36	-1.250328459780915835e-01
06:01:38	-1.592345248389603896e-01
06:01:40	-1.651742483575963649e-01
06:01:42	-9.449069512865404530e-02
06:01:44	-1.913042140845500616e-01
06:01:46	-1.226389593755312368e-01
06:01:48	-2.581014985376914317e-01
06:01:50	-4.741687290154644185e-01
06:01:52	-1.665619906084410129e-01
06:01:54	-3.490676136931146201e-01
06:01:56	-2.199864411295391897e-01
06:01:58	-4.028643970850662726e-01
06:02:00	-4.332287462827670299e-01
06:02:02	-4.718591908230500009e-01
06:02:04	-3.005584899352722883e-01
06:02:06	-4.859965062291599636e-01
06:02:08	-4.804649018772588209e-01
06:02:10	-3.709593034118252031e-01
06:02:12	-5.084864131936299714e-01
06:02:14	-5.020735715606303717e-01
06:02:16	-4.121715128431818198e-01
06:02:18	-4.427787379246188593e-01
06:02:20	-4.842487175610588057e-01
06:02:22	-7.309781929871629336e-01
06:02:24	-4.465674962403132220e-01
06:02:26	-5.086399563968019288e-01
06:02:28	-5.663036756355661616e-01
06:02:30	-4.307476919928247550e-01
06:02:32	-5.090639583709568594e-01
06:02:34	-6.938868986221629065e-01
06:02:36	-7.144270989065260036e-01
06:02:38	-4.972895187582237475e-01
06:02:40	-4.437619477435664206e-01
06:02:42	-4.910415144207101457e-01
06:02:44	-5.758297696369151231e-01
06:02:46	-4.880756673618594221e-01
06:02:48	-2.412848418711840692e-01
06:02:50	-5.555035483856272105e-01
06:02:52	-3.675392895386536685e-01
06:02:54	-4.252150444270173524e-01
06:02:56	-4.597187297323878652e-01
06:02:58	-5.117900799797776568e-01
06:03:00	-4.198437886165790611e-01
06:03:02	-4.351910973432507324e-01
06:03:04	-5.960283984557489534e-01
06:03:06	-5.986266397562434172e-01
